,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage_int,Engine_int,Power_int,Car
3616,Chennai,2015,40000,Diesel,Manual,First,7.0,8.25,20.77,1248.0,88.8,Maruti Ertiga
3617,Coimbatore,2018,20632,Petrol,Manual,First,5.0,7.58,18.6,1197.0,81.83,Hyundai i20
3618,Hyderabad,2014,73042,Diesel,Manual,First,5.0,3.99,24.0,1120.0,70.0,Hyundai Grand
3619,Delhi,2014,54257,Petrol,Manual,First,5.0,6.25,17.4,1497.0,117.3,Honda City
3620,Hyderabad,2013,93000,Diesel,Manual,First,5.0,5.0,20.5,1598.0,103.5,Skoda Rapid
3621,Hyderabad,2005,102000,Diesel,Automatic,Second,5.0,4.65,11.0,2987.0,198.5,Mercedes-Benz E-Class
3623,Hyderabad,2007,52195,Petrol,Manual,First,5.0,1.75,19.7,796.0,46.3,Maruti Alto
3625,Kolkata,2012,38000,Diesel,Manual,First,5.0,4.1,24.8,1396.0,88.7,Hyundai Verna
3626,Coimbatore,2015,92885,Diesel,Manual,First,5.0,3.56,20.0,1399.0,68.0,Ford Figo
3627,Pune,2010,43000,Petrol,Manual,Second,5.0,4.21,17.0,1497.0,118.0,Honda City
3628,Coimbatore,2016,70478,Diesel,Manual,First,5.0,6.86,17.8,1248.0,77.89,Maruti Swift
3629,Delhi,2015,57000,Diesel,Manual,First,5.0,6.6,23.9,1582.0,126.2,Hyundai Verna
3630,Coimbatore,2018,32434,Petrol,Automatic,First,5.0,14.35,13.0,1591.0,121.3,Hyundai Creta
3631,Hyderabad,2017,32000,Diesel,Manual,First,5.0,9.5,22.7,1498.0,89.84,Ford Ecosport
3633,Coimbatore,2016,76467,Diesel,Automatic,First,5.0,30.45,18.12,1995.0,190.0,BMW 5 Series
3634,Hyderabad,2016,100000,Diesel,Manual,First,5.0,5.1,25.83,1498.0,99.0,Ford Figo
3635,Pune,2013,37086,Petrol,Automatic,First,5.0,5.44,17.0,1591.0,121.3,Hyundai Verna
3637,Kochi,2014,54862,Diesel,Automatic,First,5.0,16.67,17.68,1968.0,174.33,Audi A6
3638,Hyderabad,2010,67758,Petrol,Manual,First,5.0,9.5,10.8,2354.0,153.76,Honda CR-V
3639,Pune,2012,56200,Petrol,Automatic,First,5.0,3.85,15.0,1396.0,98.6,Hyundai i20
3640,Kochi,2011,169006,Diesel,Manual,First,7.0,10.64,14.24,2755.0,174.5,Toyota Fortuner
3641,Bangalore,2016,20229,Petrol,Manual,First,5.0,3.5,25.17,799.0,53.3,Renault KWID
3643,Hyderabad,2011,51500,Petrol,Manual,Second,5.0,2.6,16.2,1599.0,103.2,Hyundai Verna
3644,Hyderabad,2012,69000,Diesel,Automatic,First,5.0,18.5,18.88,1995.0,184.0,BMW 3 Series
3645,Bangalore,2004,167000,Petrol,Manual,First,5.0,1.35,17.48,1086.0,62.3,Hyundai Santro
3646,Hyderabad,2015,62476,Diesel,Manual,First,5.0,7.95,26.59,1248.0,74.0,Maruti Swift
3647,Jaipur,2017,60500,Diesel,Manual,First,5.0,5.49,25.4,1186.0,73.97,Hyundai Xcent
3648,Mumbai,2017,17978,Petrol,Automatic,First,5.0,6.95,19.0,1199.0,88.7,Honda Jazz
3649,Jaipur,2008,300000,Diesel,Manual,First,5.0,1.0,17.0,1405.0,70.0,Tata Indigo
3650,Chennai,2013,123000,Diesel,Manual,Second,5.0,4.45,17.8,1399.0,67.0,Ford Fiesta
3652,Coimbatore,2008,77325,Petrol,Manual,First,5.0,3.51,15.6,1586.0,104.68,Maruti SX4
3653,Kochi,2018,25858,Petrol,Automatic,First,5.0,7.54,21.4,1197.0,83.1,Maruti Baleno
3654,Bangalore,2016,120000,Diesel,Manual,First,5.0,3.65,23.2,1248.0,73.94,Maruti Ritz
3655,Ahmedabad,2016,22000,Diesel,Automatic,First,5.0,16.0,19.5,1582.0,126.24,Hyundai Elantra
3657,Mumbai,2017,3900,Petrol,Manual,First,5.0,6.45,18.6,1197.0,81.83,Hyundai i20
3658,Hyderabad,2016,106092,Diesel,Manual,First,5.0,4.4,24.4,1120.0,71.0,Hyundai Xcent
3659,Delhi,2015,27000,Petrol,Automatic,First,5.0,5.95,19.0,1199.0,88.7,Honda Jazz
3660,Ahmedabad,2013,11000,Petrol,Manual,First,5.0,3.9,19.4,1198.0,86.8,Honda Brio
3661,Coimbatore,2016,39753,Diesel,Automatic,First,5.0,35.28,13.0,2143.0,201.1,Mercedes-Benz E-Class
3663,Pune,2017,73000,Diesel,Manual,First,5.0,4.5,24.4,1120.0,71.0,Hyundai Xcent
3664,Pune,2015,55000,Diesel,Manual,First,5.0,7.5,22.7,1498.0,89.84,Ford Ecosport
3665,Coimbatore,2017,18351,Petrol,Automatic,First,4.0,3.41,21.9,624.0,37.48,Tata Nano
3666,Pune,2013,45000,Petrol,Manual,Second,5.0,3.25,19.4,1198.0,86.8,Honda Brio
3667,Hyderabad,2016,112200,Diesel,Manual,First,7.0,8.3,24.52,1248.0,88.5,Maruti Ertiga
3668,Bangalore,2010,29000,Petrol,Manual,First,5.0,3.45,20.36,1197.0,78.9,Hyundai i10
3669,Hyderabad,2007,57309,Petrol,Manual,First,5.0,2.1,17.0,1086.0,62.3,Hyundai Santro
3670,Mumbai,2015,53392,Diesel,Manual,First,7.0,11.95,16.0,2179.0,140.0,Mahindra XUV500
3671,Hyderabad,2010,71000,Diesel,Manual,First,5.0,4.25,20.54,1598.0,103.6,Volkswagen Vento
3673,Hyderabad,2010,119000,Petrol,Manual,First,5.0,5.95,10.2,2354.0,180.0,Honda Accord
3675,Ahmedabad,2012,65000,Diesel,Manual,First,5.0,3.9,22.9,1248.0,74.0,Maruti Swift
3676,Pune,2016,27809,Petrol,Automatic,First,5.0,6.41,21.4,1197.0,83.1,Maruti Baleno
3677,Coimbatore,2015,65100,Diesel,Manual,First,7.0,8.36,15.1,2179.0,140.0,Mahindra XUV500
3678,Chennai,2014,51000,Petrol,Manual,First,5.0,3.85,19.1,1197.0,82.0,Hyundai Xcent
3679,Hyderabad,2017,10000,Diesel,Automatic,First,5.0,36.0,19.27,2143.0,167.62,Mercedes-Benz New C-Class
3680,Kolkata,2011,54895,Petrol,Manual,First,5.0,7.5,13.14,1798.0,160.0,Skoda Superb
3683,Chennai,2016,49000,Diesel,Manual,First,5.0,5.9,25.2,1248.0,74.0,Maruti Swift
3684,Mumbai,2015,42366,Petrol,Manual,First,5.0,7.75,17.8,1497.0,117.3,Honda City
3685,Ahmedabad,2010,68000,Diesel,Automatic,First,5.0,18.0,11.5,2993.0,235.0,BMW 5 Series
3686,Hyderabad,2008,122397,Diesel,Manual,First,5.0,4.4,17.5,1896.0,106.0,Skoda Laura
3687,Coimbatore,2017,50534,Petrol,Automatic,First,5.0,8.27,17.21,1197.0,103.5,Volkswagen Polo
3688,Ahmedabad,2014,55300,Diesel,Manual,First,5.0,4.75,19.87,1461.0,83.8,Renault Duster
3689,Hyderabad,2008,73095,Petrol,Automatic,First,5.0,3.8,16.8,1497.0,118.0,Honda City
3690,Ahmedabad,2011,51100,Diesel,Manual,First,5.0,3.4,20.54,1598.0,103.6,Volkswagen Vento
3691,Pune,2016,13436,Petrol,Manual,Second,5.0,4.7,18.9,1197.0,82.0,Hyundai Grand
3692,Pune,2008,76000,Petrol,Manual,Second,5.0,1.49,16.6,1388.0,68.0,Ford Fiesta
3693,Mumbai,2016,63141,Diesel,Manual,Second,5.0,4.5,24.4,1120.0,71.0,Hyundai Xcent
3694,Hyderabad,2014,74885,Diesel,Manual,First,5.0,5.4,25.8,1498.0,98.6,Honda Amaze
3695,Hyderabad,2016,14000,Petrol,Automatic,First,5.0,11.5,18.0,1497.0,117.3,Honda City
3697,Ahmedabad,2010,46000,Diesel,Automatic,First,5.0,16.5,22.48,1995.0,190.0,BMW 5 Series
3698,Mumbai,2012,51800,Petrol,Manual,First,5.0,3.9,15.5,1586.0,103.3,Maruti SX4
3699,Hyderabad,2007,81000,Petrol,Automatic,First,5.0,3.25,16.4,1497.0,78.0,Honda City
3702,Delhi,2010,59000,Diesel,Automatic,First,5.0,10.0,16.55,1968.0,140.0,Audi A4
3703,Mumbai,2006,141537,Petrol,Manual,Second,5.0,1.05,18.9,998.0,67.1,Maruti WagonR
3704,Delhi,2013,51000,Diesel,Automatic,First,5.0,5.64,19.08,1582.0,126.32,Hyundai Verna
3706,Mumbai,2016,31000,Diesel,Automatic,First,5.0,29.95,21.76,1995.0,190.0,BMW 3 Series
3708,Hyderabad,2016,33000,Diesel,Automatic,First,5.0,14.5,17.01,1582.0,126.2,Hyundai Creta
3709,Hyderabad,2011,71556,Petrol,Manual,First,5.0,5.5,17.0,1497.0,118.0,Honda City
3710,Bangalore,2011,85000,Diesel,Manual,First,5.0,3.2,17.8,1399.0,68.0,Ford Fiesta
3711,Chennai,2016,91000,Diesel,Manual,First,5.0,4.5,26.59,1248.0,74.0,Maruti Swift
3712,Coimbatore,2015,73187,Diesel,Automatic,First,5.0,30.72,13.0,2143.0,204.0,Mercedes-Benz E-Class
3714,Bangalore,2007,127079,Diesel,Manual,First,7.0,6.99,12.8,2494.0,102.0,Toyota Innova
3716,Kochi,2015,63818,Petrol,Manual,First,5.0,6.57,17.4,1497.0,117.3,Honda City
3717,Kolkata,2014,40000,Diesel,Automatic,First,5.0,17.5,17.11,1968.0,174.33,Audi A4
3718,Delhi,2013,77445,Diesel,Manual,First,5.0,3.75,22.07,1199.0,73.9,Volkswagen Polo
3719,Pune,2017,14000,Petrol,Automatic,First,5.0,9.99,14.8,1497.0,121.36,Ford EcoSport
3720,Kolkata,2012,85122,Diesel,Manual,First,7.0,8.2,12.99,2494.0,100.0,Toyota Innova
3721,Jaipur,2005,123000,Petrol,Manual,Third,5.0,1.1,13.0,1493.0,100.0,Honda City
3722,Kochi,2015,61000,CNG,Manual,First,5.0,3.89,22.1,1586.0,85.7,Maruti SX4
3723,Chennai,2015,63714,Petrol,Manual,First,5.0,2.45,24.7,796.0,47.3,Maruti Alto
3724,Pune,2009,53000,Diesel,Automatic,First,5.0,13.75,8.7,2987.0,224.34,Mercedes-Benz M-Class
3725,Kolkata,2017,60000,Diesel,Manual,First,5.0,3.0,26.59,1248.0,74.0,Maruti Swift
3726,Ahmedabad,2017,33000,Diesel,Manual,First,5.0,9.25,24.3,1248.0,88.5,Maruti Vitara
3728,Delhi,2014,79000,Diesel,Automatic,First,7.0,18.25,12.55,2982.0,168.5,Toyota Fortuner
3729,Kochi,2013,67914,Diesel,Manual,First,5.0,3.45,23.0,1396.0,90.0,Hyundai i20
3730,Bangalore,2015,58970,Diesel,Automatic,First,5.0,23.75,17.11,1968.0,174.33,Audi A4
3731,Mumbai,2013,60000,Diesel,Manual,Second,5.0,5.45,19.64,1461.0,108.5,Nissan Terrano
3732,Coimbatore,2017,35225,Petrol,Automatic,First,5.0,5.25,23.1,998.0,67.04,Maruti Celerio
3734,Delhi,2012,62282,Petrol,Automatic,First,5.0,2.9,16.95,1197.0,78.9,Hyundai i10
3735,Hyderabad,2010,80000,Diesel,Automatic,First,5.0,14.2,22.69,1995.0,190.0,BMW 3 Series
3736,Kochi,2018,43698,Petrol,Manual,First,5.0,5.8,18.9,1197.0,82.0,Hyundai Grand
3737,Coimbatore,2017,28052,Petrol,Automatic,First,5.0,7.22,18.9,1197.0,82.0,Hyundai Grand
3738,Coimbatore,2016,29091,Petrol,Manual,First,5.0,4.87,18.9,1197.0,81.86,Hyundai Grand
3739,Delhi,2013,63000,Petrol,Manual,First,5.0,3.3,16.47,1198.0,74.0,Volkswagen Polo
3740,Hyderabad,2007,91000,Petrol,Manual,Second,5.0,3.0,17.7,1497.0,78.0,Honda City
3742,Hyderabad,2017,24571,Petrol,Manual,First,5.0,2.9,14.0,796.0,35.0,Maruti Omni
3743,Bangalore,2014,45000,Petrol,Automatic,First,5.0,7.5,15.74,1591.0,121.3,Hyundai Verna
3744,Hyderabad,2015,24617,Petrol,Manual,First,5.0,2.36,22.74,796.0,47.3,Maruti Alto
3745,Coimbatore,2017,26927,Diesel,Manual,First,5.0,11.39,24.3,1248.0,88.5,Maruti Vitara
3746,Kochi,2013,87736,Diesel,Manual,First,7.0,7.02,15.1,2179.0,140.0,Mahindra XUV500
3747,Delhi,2016,35299,Diesel,Manual,First,5.0,8.0,24.3,1248.0,88.5,Maruti Vitara
3748,Kochi,2017,51612,Petrol,Manual,First,5.0,7.11,18.6,1197.0,81.83,Hyundai i20
3749,Mumbai,1998,55300,Diesel,Automatic,First,5.0,3.9,10.0,1796.0,157.7,Mercedes-Benz E-Class
3750,Hyderabad,2009,65090,Petrol,Manual,First,5.0,2.15,19.7,796.0,46.3,Maruti Alto
3751,Kolkata,2013,40000,Petrol,Manual,First,5.0,3.25,18.0,1198.0,86.7,Honda Amaze
3752,Kochi,2015,38467,Diesel,Automatic,First,5.0,70.66,12.65,2993.0,255.0,Land Rover Range Rover
3753,Mumbai,2013,71904,Diesel,Manual,First,5.0,4.61,24.0,1120.0,70.0,Hyundai Grand
3754,Mumbai,2008,87000,Petrol,Manual,First,5.0,2.35,13.5,1799.0,130.0,Honda Civic
3755,Chennai,2014,33000,Diesel,Manual,Second,5.0,4.05,24.0,1120.0,70.0,Hyundai Grand
3757,Hyderabad,2014,59589,Diesel,Manual,First,5.0,5.6,23.59,1364.0,67.1,Toyota Etios
3758,Delhi,2015,44000,Diesel,Manual,First,5.0,5.35,22.54,1396.0,88.73,Hyundai i20
3759,Mumbai,2017,12000,Petrol,Manual,First,5.0,3.25,24.07,998.0,67.1,Maruti Alto
3760,Pune,2012,66000,Diesel,Automatic,Second,5.0,11.5,17.05,1995.0,184.0,BMW X1
3761,Pune,2016,38009,Petrol,Automatic,First,5.0,4.25,23.1,998.0,67.04,Maruti Celerio
3762,Mumbai,2009,35000,Petrol,Automatic,Second,5.0,4.45,13.7,1798.0,157.75,Skoda Superb
3763,Pune,2009,70000,Diesel,Manual,First,7.0,2.85,14.0,2498.0,112.0,Mahindra Xylo
3764,Delhi,2014,86000,Diesel,Manual,First,7.0,7.85,15.1,2179.0,140.0,Mahindra XUV500
3765,Pune,2016,32000,Petrol,Manual,First,5.0,5.3,19.1,1197.0,85.8,Maruti Swift
3766,Mumbai,2017,15000,Petrol,Manual,First,5.0,8.0,18.88,999.0,123.24,Ford Ecosport
3767,Coimbatore,2014,69918,Diesel,Manual,First,5.0,9.43,21.43,1364.0,87.2,Toyota Corolla
3768,Pune,2012,39000,Petrol,Manual,First,5.0,2.75,18.5,1197.0,80.0,Hyundai i20
3770,Hyderabad,2009,85000,Diesel,Automatic,First,5.0,9.99,11.0,2987.0,198.5,Mercedes-Benz E-Class
3771,Chennai,2017,46663,Petrol,Manual,First,5.0,6.95,21.1,998.0,100.0,Maruti Baleno
3772,Chennai,2015,27000,Petrol,Automatic,First,5.0,6.75,17.97,1498.0,99.6,Nissan Sunny
3773,Chennai,2015,15000,Petrol,Automatic,First,5.0,5.5,18.9,1197.0,82.0,Hyundai Grand
3774,Kochi,2018,10575,Petrol,Manual,First,5.0,9.18,21.56,1462.0,103.25,Maruti Ciaz
3775,Jaipur,2014,12500,Petrol,Manual,First,5.0,4.15,19.1,1197.0,82.0,Hyundai Xcent
3776,Ahmedabad,2012,52000,Diesel,Manual,First,5.0,6.5,22.32,1582.0,126.32,Hyundai Verna
3777,Kochi,2015,49818,Petrol,Manual,First,5.0,4.11,21.5,1197.0,81.8,Maruti WagonR
3778,Hyderabad,2008,90000,Diesel,Manual,Second,5.0,2.25,16.8,1493.0,110.0,Hyundai Verna
3779,Kochi,2015,52207,Petrol,Manual,First,5.0,4.56,17.71,1197.0,78.9,Toyota Etios
3780,Pune,2013,167362,Diesel,Manual,First,7.0,4.0,11.68,2498.0,112.0,Mahindra Xylo
3781,Coimbatore,2015,49894,Diesel,Manual,First,5.0,5.27,23.59,1364.0,67.06,Toyota Etios
3784,Kochi,2017,26023,Diesel,Automatic,First,7.0,19.97,11.36,2755.0,171.5,Toyota Innova
3785,Delhi,2016,42784,Diesel,Manual,First,5.0,10.17,21.38,1396.0,88.7,Hyundai Creta
3786,Pune,2014,115000,Diesel,Manual,First,5.0,4.5,28.4,1248.0,74.0,Maruti Swift
3787,Kochi,2019,30529,Diesel,Manual,First,5.0,14.28,23.9,1582.0,126.2,Hyundai Verna
3788,Kochi,2012,14814,Petrol,Manual,Second,5.0,2.47,19.7,796.0,46.3,Maruti Alto
3790,Hyderabad,2011,68128,Petrol,Manual,First,5.0,2.3,21.1,814.0,55.2,Hyundai EON
3791,Hyderabad,2013,63220,Petrol,Manual,First,5.0,6.5,13.24,1598.0,102.5,Nissan Terrano
3792,Hyderabad,2016,30000,Petrol,Manual,First,5.0,3.25,21.1,814.0,55.2,Hyundai EON
3793,Bangalore,2017,27768,Diesel,Manual,First,5.0,5.85,20.65,1248.0,88.7,Tata Zest
3794,Hyderabad,2014,53000,Diesel,Automatic,Second,5.0,29.0,14.21,2143.0,203.0,Mercedes-Benz E-Class
3795,Coimbatore,2014,87652,Diesel,Automatic,Second,5.0,25.71,14.16,1968.0,174.3,Audi Q5
3796,Chennai,2008,94873,Petrol,Manual,Second,5.0,1.85,15.3,1596.0,101.0,Ford Fiesta
3797,Mumbai,2015,56000,Diesel,Automatic,First,5.0,22.75,18.88,1995.0,184.0,BMW 3 Series
3798,Kochi,2018,18678,Petrol,Manual,First,5.0,8.32,21.1,998.0,100.0,Maruti Baleno
3799,Delhi,2014,30000,Diesel,Automatic,First,5.0,26.0,14.21,2143.0,203.0,Mercedes-Benz E-Class
3801,Hyderabad,2013,59000,Petrol,Manual,First,5.0,3.45,20.36,1197.0,78.9,Hyundai i10
3802,Mumbai,2017,13000,Petrol,Manual,First,5.0,5.15,18.9,1197.0,82.0,Hyundai Grand
3803,Kochi,2014,74325,Petrol,Manual,First,5.0,3.51,19.4,1198.0,86.8,Honda Brio
3804,Kolkata,2015,45000,Diesel,Manual,First,5.0,3.45,21.9,1396.0,88.76,Hyundai i20
3805,Pune,2013,57000,Petrol,Manual,First,5.0,3.75,16.47,1198.0,73.9,Volkswagen Polo
3806,Pune,2001,125943,Petrol,Manual,Second,5.0,1.45,13.0,1493.0,100.0,Honda City
3807,Delhi,2008,80000,Diesel,Manual,First,5.0,2.2,18.7,1896.0,66.0,Skoda Octavia
3808,Hyderabad,2010,154000,Diesel,Manual,First,7.0,7.99,13.1,2499.0,141.0,Ford Endeavour
3812,Pune,2012,105000,Diesel,Manual,Second,7.0,5.9,20.77,1248.0,88.76,Maruti Ertiga
3813,Mumbai,2013,26000,Petrol,Manual,First,5.0,3.75,18.9,1197.0,82.0,Hyundai Grand
3815,Chennai,2014,48000,Petrol,Manual,First,5.0,4.75,18.0,1198.0,86.7,Honda Amaze
3816,Pune,2011,112719,Diesel,Automatic,First,5.0,11.5,12.4,2698.0,179.5,Audi A6
3817,Chennai,2017,5000,Petrol,Manual,First,5.0,6.95,18.6,1197.0,81.83,Hyundai i20
3820,Chennai,2011,28300,Petrol,Manual,First,5.0,2.15,24.07,998.0,67.1,Maruti Alto
3821,Jaipur,2005,49000,Petrol,Manual,First,5.0,0.9,19.7,796.0,46.3,Maruti Alto
3822,Kolkata,2016,12501,Petrol,Manual,First,5.0,3.5,20.51,998.0,67.04,Maruti WagonR
3824,Pune,2010,105000,Diesel,Manual,First,5.0,3.15,19.3,1248.0,73.9,Maruti Swift
3826,Kolkata,2010,38000,Petrol,Manual,First,5.0,2.23,18.5,1197.0,80.0,Hyundai i20
3827,Bangalore,2016,50000,Petrol,Manual,First,5.0,2.5,19.1,1197.0,82.0,Hyundai Xcent
3828,Kochi,2015,50230,Petrol,Manual,First,5.0,3.87,18.9,998.0,67.1,Maruti WagonR
3829,Ahmedabad,2014,31000,Diesel,Manual,First,7.0,9.5,15.1,2179.0,140.0,Mahindra XUV500
3830,Delhi,2014,79000,Diesel,Automatic,First,7.0,17.75,12.55,2982.0,168.5,Toyota Fortuner
3831,Delhi,2012,130000,Diesel,Manual,First,5.0,3.75,19.64,1461.0,108.45,Renault Duster
3832,Chennai,2010,115000,Petrol,Manual,Second,5.0,1.5,17.92,1086.0,62.1,Hyundai Santro
3833,Pune,2013,41500,Petrol,Manual,Second,5.0,5.0,17.01,1591.0,121.3,Hyundai Verna
3834,Pune,2014,54385,Diesel,Automatic,Second,5.0,17.0,15.06,1995.0,177.0,BMW X1
3835,Kochi,2011,56361,Petrol,Automatic,First,5.0,4.38,12.9,1799.0,130.0,Honda Civic
3836,Delhi,2018,22000,Petrol,Automatic,First,5.0,41.5,15.26,1798.0,187.74,Audi A6
3837,Kolkata,2017,8000,Petrol,Manual,First,5.0,3.0,20.51,998.0,67.04,Maruti WagonR
3838,Coimbatore,2018,28741,Diesel,Manual,First,5.0,11.0,24.3,1248.0,88.5,Maruti Vitara
3840,Pune,2016,30500,Diesel,Automatic,First,5.0,7.65,26.59,1248.0,74.0,Maruti Dzire
3841,Kolkata,2018,5000,Petrol,Manual,First,5.0,8.7,17.0,1591.0,121.3,Hyundai Verna
3842,Hyderabad,2016,42000,Diesel,Manual,First,7.0,9.9,25.47,1248.0,88.5,Maruti Ertiga
3844,Kolkata,2016,19008,Petrol,Manual,First,5.0,5.25,17.0,1197.0,80.0,Hyundai i20
3845,Kochi,2012,32542,Petrol,Manual,First,5.0,5.77,17.0,1591.0,121.3,Hyundai Verna
3846,Hyderabad,2010,94753,Petrol,Manual,First,5.0,1.95,19.7,796.0,46.3,Maruti Alto
3847,Ahmedabad,2011,70000,Diesel,Manual,Second,8.0,7.45,12.05,2179.0,120.0,Mahindra Scorpio
3848,Delhi,2012,68347,Petrol,Manual,First,5.0,2.6,18.9,998.0,67.1,Maruti WagonR
3849,Ahmedabad,2011,72000,Petrol,Manual,Second,5.0,3.25,17.0,1197.0,80.0,Hyundai i20
3850,Hyderabad,2010,75014,Diesel,Manual,First,5.0,3.85,21.1,1248.0,73.9,Maruti Ritz
3852,Kochi,2012,55598,Diesel,Automatic,First,5.0,11.5,22.69,1995.0,190.0,BMW 3 Series
3853,Pune,2013,50000,Petrol,Manual,First,5.0,3.25,19.4,1198.0,86.8,Honda Brio
3855,Jaipur,2014,65000,Diesel,Manual,First,5.0,5.31,19.3,1248.0,73.9,Maruti Swift
3856,Hyderabad,2013,49000,Diesel,Manual,First,7.0,9.0,16.0,2179.0,140.0,Mahindra XUV500
3857,Kolkata,2016,7200,Petrol,Manual,First,5.0,3.59,19.81,1086.0,68.05,Hyundai i10
3858,Kochi,2016,43152,Petrol,Manual,First,5.0,7.35,20.73,1373.0,91.1,Maruti Ciaz
3859,Pune,2013,112000,Diesel,Manual,First,8.0,12.0,12.8,2494.0,102.0,Toyota Innova
3860,Coimbatore,2017,23540,Petrol,Manual,First,5.0,6.02,18.9,1197.0,82.0,Hyundai Grand
3863,Coimbatore,2015,39335,Diesel,Manual,First,7.0,12.63,15.1,2179.0,140.0,Mahindra XUV500
3864,Bangalore,2014,62000,Petrol,Manual,Second,5.0,7.75,17.4,1497.0,117.3,Honda City
3865,Delhi,2014,60000,Diesel,Manual,First,5.0,5.5,22.7,1498.0,89.84,Ford Ecosport
3866,Kolkata,2015,35000,Petrol,Manual,First,5.0,4.43,18.6,1197.0,81.83,Hyundai i20
3868,Ahmedabad,2014,47000,Petrol,Manual,First,5.0,2.65,22.0,814.0,55.0,Hyundai EON
3869,Delhi,2012,65537,CNG,Manual,Second,4.0,2.1,33.44,796.0,40.3,Maruti Alto
3870,Delhi,2011,36000,Petrol,Manual,First,5.0,3.2,17.6,1496.0,88.7,Toyota Etios
3871,Chennai,2016,75000,Diesel,Manual,First,5.0,4.25,23.4,1248.0,74.0,Maruti Swift
3872,Kolkata,2008,38000,Petrol,Manual,First,5.0,1.1,19.7,796.0,46.3,Maruti Alto
3873,Chennai,2015,57818,Petrol,Manual,First,5.0,4.3,23.1,998.0,67.04,Maruti Celerio
3874,Hyderabad,2015,45000,Diesel,Manual,First,5.0,8.9,22.7,1498.0,89.84,Ford Ecosport
3875,Jaipur,2015,75055,Diesel,Manual,First,5.0,6.5,19.01,1461.0,108.5,Nissan Terrano
3876,Delhi,2009,65462,Petrol,Automatic,Third,5.0,3.5,11.1,2354.0,142.0,Honda Accord
3877,Hyderabad,2008,76206,Diesel,Manual,First,5.0,4.25,17.8,1248.0,75.0,Maruti Swift
3878,Kochi,2018,25948,Diesel,Automatic,First,7.0,16.46,16.0,2179.0,140.0,Mahindra XUV500
3879,Mumbai,2016,28500,Petrol,Manual,First,5.0,5.95,18.7,1199.0,88.7,Honda Jazz
3880,Mumbai,2015,28004,Petrol,Manual,First,5.0,7.1,17.8,1497.0,117.3,Honda City
3883,Pune,2013,82543,Petrol,Manual,First,7.0,5.5,16.02,1373.0,93.7,Maruti Ertiga
3884,Chennai,2013,30000,Petrol,Manual,First,5.0,3.25,18.44,1198.0,75.0,Nissan Micra
3885,Hyderabad,2010,27800,Petrol,Manual,First,5.0,5.0,17.0,1497.0,118.0,Honda City
3886,Coimbatore,2016,33415,Petrol,Manual,First,5.0,6.58,16.78,1496.0,88.73,Toyota Etios
3887,Mumbai,2013,38000,Diesel,Automatic,First,5.0,19.5,18.88,1995.0,184.0,BMW 3 Series
3888,Kochi,2017,41981,Petrol,Manual,First,5.0,6.14,18.7,1199.0,88.7,Honda Jazz
3889,Jaipur,2013,77084,Diesel,Manual,First,5.0,4.95,28.4,1248.0,73.75,Maruti Dzire
3890,Hyderabad,2013,71803,Diesel,Manual,First,5.0,5.75,20.5,1598.0,103.5,Skoda Rapid
3891,Kolkata,2013,73314,Diesel,Manual,First,7.0,6.6,15.1,2179.0,140.0,Mahindra XUV500
3892,Coimbatore,2015,69053,Petrol,Automatic,First,5.0,5.72,18.9,1197.0,82.0,Hyundai Grand
3893,Delhi,2009,79782,Petrol,Manual,Second,5.0,2.6,17.0,1497.0,118.0,Honda City
3894,Hyderabad,2010,250000,Diesel,Manual,Second,7.0,6.5,12.8,2494.0,102.0,Toyota Innova
3895,Pune,2011,90000,Diesel,Manual,Second,7.0,6.1,15.1,2179.0,140.0,Mahindra XUV500
3896,Hyderabad,2010,130000,Diesel,Manual,First,5.0,3.85,19.3,1248.0,73.9,Maruti Swift
3897,Pune,2013,65000,Petrol,Manual,Second,5.0,4.5,15.04,1598.0,103.6,Volkswagen Vento
3898,Coimbatore,2013,46496,Diesel,Manual,First,5.0,5.3,23.59,1364.0,76.91,Toyota Etios
3899,Bangalore,2013,76000,Diesel,Automatic,Second,5.0,18.25,16.55,1968.0,147.51,Audi A4
3900,Ahmedabad,2012,28002,Petrol,Manual,First,7.0,5.75,16.02,1373.0,93.7,Maruti Ertiga
3901,Mumbai,2010,63000,CNG,Manual,Second,5.0,3.35,14.53,1798.0,138.0,Toyota Corolla
3903,Hyderabad,2011,66276,Petrol,Manual,First,5.0,5.5,17.0,1497.0,118.0,Honda City
3904,Kolkata,2014,45000,Petrol,Manual,First,5.0,3.99,19.1,1197.0,85.8,Maruti Swift
3906,Kolkata,2014,43068,Diesel,Manual,First,5.0,3.5,24.0,1120.0,70.0,Hyundai Grand
3907,Chennai,2016,40000,Diesel,Automatic,First,8.0,16.45,11.36,2755.0,171.5,Toyota Innova
3908,Coimbatore,2011,50436,Petrol,Manual,First,5.0,3.65,20.36,1197.0,78.9,Hyundai i10
3909,Bangalore,2014,21000,Petrol,Automatic,First,5.0,5.4,18.9,1197.0,82.0,Hyundai Grand
3910,Mumbai,2018,2000,Diesel,Manual,First,5.0,8.7,27.39,1248.0,74.0,Maruti Baleno
3911,Mumbai,2016,14500,Petrol,Automatic,First,5.0,20.75,14.67,1798.0,177.46,Skoda Superb
